doi,paragraph,synthesis_label
10.1002/cssc.202100275,"Preparation of the CuxO-derived electrodes 1 mM of CuAc2 (Aladdin Industrial Corp., 99.5%) aqueous solution was used as the basic precursor of the hydrothermal reaction. CuxO electrodes were prepared with or without the addition of KBr or CTAB under the hydrothermal environment. For the additiveassisted hydrothermal reactions, KBr or CTAB powder (Aladdin Industrial Corp., 99.0%) was firstly introduced into the basic precursor solution under vigorous stirring to obtain the Cu precursor of the hydrothermal reaction. The KBr concentration is controlled as 2 mM, and that of CTAB is 0.5 mM, 1 mM, 2 mM and 4 mM, respectively. Then, 60 mL Cu precursor solution and Cu sheet (99.7 wt%) were transferred into a 100 mL Teflon-lined stainlesssteel autoclave. The autoclave was treated under 180 ～C for 12 h and then cooled down naturally. Thirdly, the Cu sheet covered with CuxO layer was taken out from the autoclave, rinsed thoroughly 1967ChemSusChem 2021, 14, 1962每1969 www.chemsuschem.org ? 2021 Wiley-VCH GmbH",1
10.1002/cssc.202100431,"In a typical synthetic process, CuSO4 ﹞5H2O (250 mg, 1 mmol) and Q[6] (0.2 mmol) were dissolved in 0.1 m aqueous NaOH (20 mL) solution. The solution became a light blue suspension. Next, lascorbic acid (176 mg, 1 mmol) was added into the suspension under vigorous stirring and the suspension was stirred for 20 min at room temperature. The solid product Cu2O Q[6] was obtained by centrifugation. It was washed alternately with ethanol and deionized water, and then dried in a vacuum oven at 50 ～C. Cu2O was obtained under identical conditions without the addition of Q[6]. Cu2O Q[6]-0.1, Cu2O Q[6]-0.3, and Cu2O Q[6]-0.4 were obtained under identical conditions with the addition of 0.1, 0.3, and 0.4 mmol Q[6], respectively.",1
10.1002/elan.202060265,"Firstly, a piece of Ni foam was cleaned in 1 M HCl solution to remove the impurities from the surface. Then, the Ni foam was cleaned in ethanol, and distilled water successively for 10 min in an ultrasonic bath, followed by drying in air at 80 ～C in an oven for 12 h. The thickness of the Ni foam is 1 mm and it was purchased from QiJing Trading Co., Ltd Store, China. Electrodeposition of Cu on Ni foam was carried out by using our previously reported method [36]. 0.05 M of CuSO4.5H2O and 0.1 M of H2SO4 were dissolved in 100 ml distilled water. The as-prepared solution was used as the electrolyte for the electrodeposition of copper on conductive Ni foam with an exposed area of 1 ℅ 1 cm. A platinum wire and an Ag/AgCl (1 M KCl) electrodes were used as a counter electrode and reference electrode, respectively. The potentiostatic electrodeposition of Cu on Ni foam was performed at a constant potential of ?0.9 V (vs. Ag/AgCl) for 60 s. After the complete deposition for 60 s, the Ni foam was taken out of the electrolyte solution and carefully washed with deionized water and ethanol and then dried at 60 ～C.",1
10.1002/er.6250,"A 0.1-mm-thick, 2 cm ℅ 2 cm Cu foil was polished with 100 grade abrasive paper, washed in water and ethanol, and then sonicated in dilute hydrochloric acid for 10 minutes. In the SZ0.5MC electrode fabrication process, the electrodeposition solution was prepared by 10 mM SnCl2, 0.5 mM ZnSO4 7H2O, and 250 mg/L MWCNTs. By using a constant current density of 30 mA/cm2 for 1 hour, which was applied by a regulated dc power supply (linear dc power; Longwei Instruments, HK Co., Ltd., China), the electrodeposition of Sn, Zn, and MWCNTs was carried out on the pretreated copper foil. Subsequently, the obtained material was washed with deionized water and then leached in 50 mM NaOH aqueous solution for 8 hours dezincification (the whole preparation is shown in Scheme 1). Also, a series of SZMC, S0MC, SZC, and S0C electrodes were fabricated via co-electrodeposition of different amounts of ZnSO4 and MWCNTs at current densities (jel) varying from 20 to 40 mA/cm 2, followed by 0每14 hours (tal) alkali leaching for dezincification (Table S2).",1
10.1002/slct.202001882,"In Scheme 1, the synthetic routes of complex 1 are described. At first, 1 equivalent of compound A was mixed with 6 equivalents of salicylaldehyde and resulted in salen ligand H2L N～2. [22] After that, Na2S?2H2O was added to the solution to reduce the -NO2 anchoring group (to -NH2) of the ligand backbone and H2L NH 2 ligand was prepared. [23] This ligand was further mixed with an equivalent amount of CuCl2?2H2O in CH3CN solution, where triethylamine was added dropwise to get the desired complex 1 with 73% yield.",1
10.1002/slct.202003415,"Our strategy is to control a formation of Cu2O surface structure on the Cu-foam from a molten salt oxide method developed here. In Figure 1a, Cu-foams and potassium nitrate were considered as reactant, by regulating the time of the oxidation to obtain desired oxidation states of copper. The polished Cufoam and the Cu-foam after molten salt treatment were examined by XRD. It can be seen that the Cu-foam match well with metallic Cu (JCPDS 65-9743), the three main peaks are corresponded with (111), (200), (220), as shown in Figure 1b.[14]",1
10.1002/smll.201703314,"Synthesis of Concave Rhombic Dodecahedral Cu3Pd: In a standard synthesis of CRD-Cu3Pd, 1.240 mL of aqueous CuCl2﹞2H2O (100 ℅ 10?3 m), 0.335 mL of aqueous Na2PdCl4 (122.4 ℅ 10?3 m), 200 mg of HDA, and 7 mL of UP water were added in a 20 mL glass vial. After the vial had been capped, the mixed solution was vigorously stirred at room temperature for 8 h. Subsequently, the solution was transferred to a 25 mL roundbottom flask. 1 mL of fresh aqueous glucose (75.7 ℅ 10?3 m) was added before the flask was immersed into an oil bath and heated for 2 h under magnetic stirring. The final products were collected by centrifugation, washed four times with aqueous ethanol solution (20 vol%) and redispersed in 2 mL of UP water.",1
10.1002/smll.201902582,"Synthesis of Compact Cu2O: All chemicals were purchased from Sigma-Aldrich. The compact Cu2O was prepared following a modified precipitation method[33] using cupric acetate monohydrate (Cu(CH3COO)2﹞H2O), PEG-PPG-PEG (P-123, average Mn ‵ 5800), and L-ascorbic acid as precursors. First, 50 mL of 0.1 m Cu(CH3COO)2﹞H2O was prepared using Millipore water. Next, 1.0 g P-123 and extra 50 mL water were added to the above Cu(CH3COO)2﹞H2O solution, which was stirred till all P-123 dissolved into the solution. After that, 8 mL of 0.1 m ascorbic acid aqueous solution was quickly injected to the mixed solution, and extra 42 mL water was added with stirring for 1 min. The 150 mL final solution was incubated for 3 h at room temperature. Then, the orange precipitates obtained were subsequently washed four times with 40 mL of water each time and once with 40 mL of acetone to completely remove the unreacted precursors. Finally, the products were obtained by centrifugation and blow-dried using pure N2.",1
10.1002/smll.202000955,"Synthesis of Copper(II) Complexes: Cu complexes [Cu(NTB)NO3]NO3 and [Cu2(NTB)2Cl2]Cl2 were prepared as reported previously.[64] Briefly, [Cu(NTB)NO3]NO3 was prepared by mixing copper(II) nitrate dissolved in ethanol with NTB in ethanol and stirred for 30?min. The greenish blue precipitate was filtered and washed with ethanol and then dried under vacuum. [Cu2(NTB)2Cl2]Cl2 was prepared from CuCl2 and NTB by mixing with a molar ratio of 1:1 in methanol/acetonitrile mixture and stirred for 1 h. Afterward, the complex was dissolved by adding more methanol and recrystallized by slow evaporation of the solvent. The resultant yellow crystals were filtered and washed with cold methanol and dried in air for 1 d.",1
10.1002/smll.202000955,"GMC-Cu Complex Composite Preparation: First, the mesoporous carbon (4? mg) was dispersed in 1? mL of acetonitrile:ethanol mixture (90:10) by sonication for 5? min. Then (1.25 wt%) Nafion solution was introduced and the stirring was continued for another 5? min to completely disperse the carbon. Followed by (2? mg) copper(II) complexes were added in to the carbon-Nafion composite and shaken well for 6?h to attain the immobilization of the complex and equilibrium condition. Later, the composite was centrifuged and washed with methanol (1? mL) twice and centrifuged. The final composite material was freeze-dried to get dry powder.",1
10.1002/smll.202006951,"The synthesis pathway of binary atomic Cu每Fe sites dispersed in the N-doped porous matrix carbon catalysts of Cu每Fe每N6每C can be roughly divided into two steps, as illustrated in Figure? 1 (the powder X-ray diffraction (PXRD) can be found in Figure S1 in the Supporting Information). First, PcCu每Fe每ZIF-8 was fabricated by mixing PcCu, iron nitrate, zinc nitrate, and 2-Me-imidazole. The mixture was stirred overnight to obtain a blue precipitate, as a result of the bonding of PcCu molecules to Fe, which is coordinated to the organic ligand as nodes, so it is ensured that the Cu and Fe species are dispersed in the framework homogeneously. Subsequently, the blue precipitates were annealed at 1000? ～C under an argon atmosphere, and PcCu每Fe每ZIF-8 is carbonized and transformed into binary atomic Cu每Fe sites, dispersed on the nitrogen-doped carbon matrix without any further acid leaching treatment (denoted as Cu每Fe每N6每C; the details can be found in the Supporting Information).",1
10.1002/smll.202100683,"Fabrication of Nanoporous Cu每Sn Hybrid Electrodes: All nanoporous Cu每Sn hybrid electrodes were prepared by a facile and scalable alloying/ dealloying procedure. Precursor alloy ingots of Cu20?xSnxAl80 (x? =? 0, 1, 2, 3, 4, 5? at%) were first produced by arc-melting Cu (99.9%) and Al (99.9%) with/without the addition of Sn (99.9%) in Ar atmosphere. These precursor alloys were cut into thin sheets and sanded to thickness of ＞400? 米m. The as-prepared alloy sheets were chemically dealloyed to develop nanoporous Cu and Cu每Sn alloy hybrid electrocatalysts in a N2-purged 6? m? KOH aqueous solution at 90? ～C for 4? h. These nanoporous catalysts were rinsed in pure water (18.2?M??cm) to remove chemical substance in nanopore channels and used for electrochemical measurements and microstructure characterizations.",1
10.1002/smll.202102293,"Synthesis of Cu NPs and Cu@Ag NPs: Cu NPs were prepared based on the typical approach with modifications. In briefly, of Copper (II) acetylacetonate (Cu(acac)2) (1.0? mmol, 261.6? mg) and 10? mL of oleylamine (OAm) were added into a 50? mL three-necked flask with a condenser pipe, which was connected to a Schlenk line. First, the solution was heated to 80?～C at a rate of 5 ～C min?1 and maintained at 80?～C for 1 h. Then, the solution was gradually heated to 170 ～C and 210 ～C at a rate of 10 ～C min?1, and each temperature section was maintained for 1 h to obtain Cu NPs. The obtained purple solution was cooled naturally to room temperature. For the preparation of Cu@Ag-2 NPs, the mixture of AgNO3 (0.2?mmol, 33.9?mg) and 10?mL of OAm was poured dropwise into the above purple solution of Cu NPs at the rate of 30?mL h?1. After vigorous stirring, the mixture solution was heated to 60?～C at 5 ～C min?1 for 3 h under Ar atmosphere. The products were washed with hexane and acetone, and centrifuged at 3000?rpm for 10?min. The Cu@Ag-2 NPs were dried under vacuum at room temperature overnight for further characterization. The entire experiment process was kept under strict anaerobic conditions to prevent the possibility of NPs being oxidized.",1
10.1007/s10562-019-02657-2,"Cu2O/CuO /CuS catalyst was prepared on the commercially available copper mesh using scalable and simple two- step synthesis processes as shown in Scheme?1. During the first thermal oxidation, Cu2O/CuO layers were formed on the surface of the copper mesh and then copper sulfide nanoparticles were loaded on it by SILAR of Cu2O/CuO electrode in 0.01?M methanol solutions of copper nitrate and sodium sulfide. The thermal oxidation of copper mesh and the experimental set-up of the manually operated SILAR deposition system are illustrated in Scheme?1. That is, clean copper mesh (Scheme?1a) was firstly oxidized in air (at 450?～C for 4?h) to fabricate the electrode (Scheme?1b). Then Cu2O/ CuO was dipped in the cationic precursor solution (Cu(NO3)2) for 1?min, resulting in Cu2+ being adsorbed onto the surface of the Cu2O/CuO film (Scheme?1c). Consequently, this electrode was immersed in methanol solution for 10?s to remove excess adsorbed ions from the precursor (Scheme?1d). Thirdly, the sample was then immersed in the anionic precursor (Na2S) solution for 1?min, resulting in the reaction of sulfide ions (S2?) with the adsorbed Cu2+ on the surface of the Cu2O/CuO electrode (Scheme?1e). Lastly, the excess and/or unreacted species and the reaction byproduct from the diffusion layer were removed by rinsing the electrode in pure methanol solution (Scheme?1f). Through this, one cycle of CuS deposition on the surface of Cu2O/ CuO layer was completed. The amount deposited CuS can be increased and controlled by repeating the immersion cycles.",1
10.1007/s10800-018-1166-6,"The 2?nm nanoclusters were synthesized using the following procedure modified from Hostetler et?al. [30] and Yin et?al. [31] HAuCl4 xH2O and CuCl2 were dissolved in DI water along with KBr. Separate solutions with Cu/Au molar ratios of 1:1, 3:1, and 9:1 were prepared. Tetraoctylammonium bromide (TOAB) was dissolved in toluene. The solutions were stirred together until the aqueous solution was clear, indicating the phase transfer of the ions. Dodecanethiol (600?米L) was added and the solution was stirred for 1?h or until the toluene phase became clear. 0.5?g of NaBH4 in DI water was slowly added to the solution, resulting in a brown color. The solution was stirred for 3?h and the aqueous phase removed by pipette. The toluene solvent was evaporated under vacuum and the nanoparticles washed and filtered with ethanol.",1
10.1007/s10800-020-01450-z,"The synthesis of Cu2O nanocubes was carried out based on a previously reported work with slight modifications [28]. In addition, three different Cu2O nanocubes were synthesized using NaCl, NaBr and NaI solutions. Briefly, 2.5?mL of 0.01?M Cu(NO3)2 3H2O, and 1.2?g of fructose were added into a 200?mL of double neck round bottom flask, followed by the addition of 2.5?mL of 1?M NaOH and 5?mL of 0.0788?M L-ascorbic acid. The resultant solution was diluted to 100?mL with ultrapure water. Thus prepared solution (pH 12.2) was mildly stirred for 1?h at room temperature. The resulting solution was centrifuged at a relative centrifugal force (RCF) of 20,000℅g for 20?min and re-suspended in ultrapure water. The same centrifugation procedure was repeated about three times to remove the unreacted species. The Cu2O nanoparticle solutions were stored at ??4?～C to avoid over-oxidation of the surface. However, partial oxidation of surface is inevitable due to the atmospheric oxygen. A similar procedure was followed by the addition of 1?mL of 10?mM NaCl, NaBr, or NaI aqueous solutions after the L-ascorbic acid. Thus synthesized copper oxide nanocubes are referred to as Cu2O/CuO, Cu2O/CuO_Cl, Cu2O/CuO_Br, and Cu2O/CuO_I respectively. Each 1?mL of Cu2O/CuO and Cu2O/CuO_X solutions were dried at 60?～C to determine the weight of Cu2O/CuO. The weight of nanocubes in 1?mL of Cu2O/CuO, Cu2O/CuO_Cl, Cu2O/CuO_Br, and Cu2O/ CuO_I was found to be 45 ㊣ 3, 42, ㊣ 4, 30 ㊣ 6 and 35 ㊣ 5?米g, respectively. 10?mL of 5 wt.% PVA aqueous solution was added to 10?mL (50?mg) of GO aqueous solution. Thus resulted PVA-GO mixture was sonicated for 30?min to achieve a homogeneous dispersion. 0.5?mL of hydrazine was added to the PVA-GO solution and heated at 95?～C for 3?h to form the PVA/rGO composite. The resulting solution was cooled and stored at ambient conditions for further use.",1
10.1007/s10800-020-01450-z,"PVA/rGO/(Cu2O/CuO or Cu2O/CuO_X) ink like dispersion was prepared by adding 1.31?米g of Cu2O/CuO or Cu2O/CuO_X solution to PVA/rGO solution containing 1?mg of rGO, followed by 1?h of sonication. Thus resulted ink was transferred to (5?℅?2) cm2 area of a microscopic glass mold and dried overnight for solvent evaporation at room temperature. The drying process led to the formation of a thin film, which was carefully peeled off from the glass mold and stored at ??4?～C to avoid the further oxidation of the nanocubes. Cu2O/CuO_Cl loadings ( 米gCu2O決CuO_Cl決mgrGO ) and free-standing film thickness (mgrGO/cm2) were optimized to achieve high CO2RR activity. Without incorporating any physical or mechanical support and time-consuming post modifications, all electrochemical measurements were conducted directly on thin films.",1
10.1007/s10800-020-01450-z,"Successful preparation of Cu2O nanocubes was achieved only in alkaline (pH 12.2) conditions by using Cu(NO3)2 3H2O, fructose and ascorbic acid. The Cu2+ ions were stabilized by fructose via Cu(OH)-fructose complexation followed by the reduction to Cu2O. However, considering the partial surface oxidation of Cu2O, the nanocubes were designated as Cu2O/CuO. The growth rate, size, and morphology of Cu2O can be tuned by the presence of halides in the solution, where different halides possess different adsorption strengths on the crystal facets of Cu2O [29]. The addition of 1?mL of 10?mM sodium halides (NaCl, NaBr, or NaI) during the synthesis of nanocubes alters the ionic strength of the solution, which affects the growth of Cu adatoms and hence the size of nanocubes [30, 31]. Scheme?1a illustrates the step-wise processes involved in the synthesis of Cu2O/CuO nanocubes. Figure?1a每d displays HR-TEM images of Cu2O/CuO, Cu2O/CuO_Cl, Cu2O/CuO_Br, and Cu2O/CuO_I nanocubes, respectively. The average size of Cu2O/CuO nanocubes was calculated to be 37 ㊣ 3?nm, while the presence of Cl? ions led to the formation of 10?nm smaller Cu2O/CuO_Cl nanocubes. While conducting the same synthesis procedure in presence of Br? or I?, larger particles were formed with average diameters of 62 ㊣ 4 and 207 ㊣ 3?nm, respectively. Figure S1(A) shows the energy dispersive X-ray spectroscopy (EDS) mapping of Cu, Cl?, Br? and I? elements. Figure S1(B) displays the EDS spectrum of the Cu2O/CuO_Cl, Cu2O/CuO_Br, and Cu2O/CuO_I nanocubes. The EDS mapping unambiguously displays the spatial distribution of Cl? ions with at.% of 0.39 on the surface of nanocubes, confirming the specificity of Cl? ion adsorption over the surface of Cu2O. Hence, the growth of Cu2O cubes was ceased by the preferable adsorption of Cl? ions over the surface of Cu2O, which resulted in smaller nanocubes. The adsorbed Cl? ions thermodynamically stabilizes the surface structures and increases the surface area of Cu2O/ CuO_Cl [29, 32]. Random and lower intensities of purple dots were observed in Figure S1(A)b∪ and c∪, which indicates the presence Br? and I? ions without any specific adsorption on the surface of nanocubes. In addition, the at.% of Cl (0.39%) is higher than the Br? (0.20%) and I? (0.31%) elements. Ignaczak et?al. has shown that the decrease in adsorption energy while going from F? to I? on the Cu, Ag and Au metals via density functional theory calculations [33]. XPS is a sensitive technique to gain insight into the surface composition and electronic state of the species. The surface of Cu2O could undergo oxidation in ambient conditions and leave the surface of nanocubes with mixed oxidation states of Cu (such as Cu+ and Cu2+) [34]. Quantification of the relative amount of Cu(II) species on the Cu2O surface could give an insight into the catalytic activity of Cu2O nanocubes [35]. The ratios of Cu (I): Cu(II) was calculated from the Cu2p3/2 spectra using the methodology developed by Gerson and Jaseniak [36]. Figure?2 shows the Cu 2p core level profile XPS spectra of as-synthesized (a) Cu2O/CuO, (b) Cu2O/CuO_Cl, (c) Cu2O/CuO_Br and (d) Cu2O/CuO_I nanocubes. The deconvoluted XPS spectra of (a), (b), (c) and (d) displays the Cu2p3/2 level at 934.3, 934.2, 933.1 and 933.0?eV; Cu2p1/2 level at 954.3, 954.3, 954.0 and 952.8?eV respectively, which can be assigned to Cu+ present in Cu2O. Particularly, Cu2O/CuO_Cl, Cu2O/CuO_Br, and Cu2O/CuO_I nanocubes show peaks at 936.9, 935.0 and 934.9?eV respectively, these peaks can be assigned to Cu2+, which indicates the formation of CuO surface layer. The main peak present (935.0 and 934.9?eV) in Cu2O/ CuO_Br and Cu2O/CuO_I nanocubes indicates the significant oxide layer over the Cu2O surface. Hence, the availability of Cu2O active sites to the CO2RR has diminished significantly. Cu2O/CuO_Cl nanocubes consist of mainly Cu2O species (80%) with a minor surface CuO phase (20%). Peaks at 944.1, 944.5, 941.0, 942.0; 949.9?eV were",1
10.1007/s10800-020-01450-z,"The preparation of the thin films on microscopic slides is schematically represented in Scheme S1. PVA/rGO/ (Cu2O/CuO) solution was sonicated for 1?h to form an ink-like dispersion. The resulting ink (1?mL) was dropped on to (5?℅?2) cm2 area of a microscopic glass slide and dried overnight at room temperature to form PVA/rGO/ (Cu2O/CuO) film. Similarly, PVA/rGO/(Cu2O/CuO_Cl), PVA/rGO/(Cu2O/CuO_Br), and PVA/rGO/(Cu2O/CuO_I), thin films were prepared using ~ 1.31?米g of Cu2O/CuO_Cl, Cu2O/CuO_Br, and Cu2O/CuO_I solutions, respectively. In Fig.?3b, XRD patterns of all the films displayed a broad peak at 2牟 value of 19.5～ which corresponds to PVA [39]. The characteristic peaks of Cu2O/CuO or Cu2O/CuO_X did not appear because of their ultra-low (0.87每3.06?米g/ cm2) loadings and their existence within the PVA/rGO sheets. The mechanical properties of PVA fibers facilitate the formation of a stable and flexible film. The free-standing PVA/rGO/(Cu2O/CuO_Cl) thin film is stable after twisting, and tape tests, showing its mechanical strength which is one of the desired properties of free-standing working electrodes (Figure S2). In the case of free-standing electrodes, no direct support of the current collector is used; hence the intrinsic electrical conductivity of thin films itself needs to be high enough to conduct the electrons. Electrical conductivity of PVA/rGO/(Cu2O/CuO), PVA/rGO/(Cu2O/CuO_Cl), PVA/rGO/(Cu2O/CuO_Br), and PVA/rGO/(Cu2O/CuO_I), films were measured to be 0.160, 0.182, 0.185 and 0.380 S/m via two probe-method, respectively. These conductivity values are four orders of magnitude lower than that of the reported rGO (2420 S/m) and 30 times lower than the rGO/PVA [39, 40]. The presence of non-conducting PVA on to the rGO sheets could decrease the conductivity of the free-standing thin films.",1
10.1007/s10800-020-01450-z,"Direct evaporation assisted self-assembly strategy for the fabrication of free-standing thin films was employed using PVA, rGO and partial surface oxidized Cu2O nanocubes (Cu2O/CuO) on an inexpensive microscopic glass slide. Cu2O/CuO nanocubes were synthesized in the presence of sodium halides (1?mL of 10?mM NaCl, NaBr and NaI) at room temperature. Cl? ion adsorption over the surface of Cu2O hindered the adsorption of adatoms to Cu2O crystal facets and formed 27 ㊣ 2?nm size particles, whereas Br? and I? ions did not show notable adsorption on Cu2O surface and yielded the particles with larger sizes, 62 ㊣ 4 and 207 ㊣ 3?nm, respectively. The high-resolution photoelectron spectrum revealed a small CuO surface phase present over the Cu2O nanocubes. The ratio of Cu2O: CuO for (a) Cu2O/CuO, (b) Cu2O/CuO_Cl, (c) Cu2O/CuO_Br and (d) Cu2O/CuO_I was calculated to be 87:13, 80:20, 34:66 and 35:65. PVA/rGO/(Cu2O/CuO_Cl) film exhibited superior CO2 reduction activity in terms of onset potential (??0.40?V vs. RHE) and current density (0.12?mA?cm?2 at ??0.80?V vs. RHE) than that of the PVA/rGO/(Cu2O/ CuO), PVA/rGO/(Cu2O/CuO_Br), and PVA/rGO/(Cu2O/ CuO_I) thin films. GC每MS analysis revealed the formation of methanol as a single liquid product. Methanol yield of 19.5?米mol cm?2?h?1 at ??0.85?V vs. RHE is observed on the PVA/rGO/(Cu2O/CuO_Cl) thin film. The FE for methanol and H2 gas were found to be 63 and 20% at ??0.75?V vs RHE, respectively, which is the highest FE among the 每?0.75, ??0.80 and ??0.85?V vs. RHE. With the advantages of low-cost, flexibility, high mechanical strength, catalytic activity, and stability, the free-standing thin films prepared through direct evaporation assisted self-assembly method holds great potential for the use in electrocatalysis and chemical industries to generate pure methanol.",1
10.1007/s10853-020-05278-y,"The copper-based catalysts were fabricated through a microwave-assisted solvothermal route, with Cu(CH3COO)2 and SnCl2 2H2O or SnCl4 5H2O as the metal salts. The catalysts prepared with various concentrations of different salts are named as Cu(II)Sn(x)y, where x indicates the valence of Sn ions (II or IV) and y is the weight percentage (%) of Sn salt with respect to Cu one. In a typical synthesis (Scheme S1 in the Supporting Information), 900 mg of Cu salt and a certain amount of Sn salt were dissolved in 20 mL of EG to form solution 1, and 1280 mg of NaOH was dissolved in 24 mL of EG and 4 mL of H2O to form solution 2. Then, solution 2 was added into solution 1 drop by drop. After 10 min of vigorous agitation, the mixture was then transferred into a Teflon vessel (volume 100 mL). The Teflon vessel was put in a microwave oven (Milestone STARTSynth, Milestone Inc., Shelton, Connecticut) and connected to pressure and temperature probes. The mixture was irradiated for 10 min at 180 C (Max. 900 W) and then was cooled to ambient temperature. The precipitate was separated by centrifuge and washed twice with H2O and once with ethanol. The powder sample was finally obtained by vacuum drying at 60 C overnight. Three catalysts, namely Cu(II)Sn(II)5, Cu(II)Sn(IV)5 and Cu(II)Sn(IV)10, were prepared in a solution with both Cu and Sn salts as well as a Cu(II) catalyst with only Cu precursor.",1
10.1007/s11144-021-02047-z,"Cu2O film electrodes were prepared using an improved solution immersion method. Copper foils (99.5%, Aladdin, China) were put into boiling saturated copper(II) sulfate (CuSO4) solution to form Cu2O. First, the copper foils (10? cm ℅ 5? cm) were pretreated by successive immersion in 10?V% hydrochloric acid (HCl) (36.5每38.0%, Sigma-Aldrich, USA) and anhydrous ethanol (AR, Aladdin) for 5每10?min to remove impurities and organic matter on the surface of the foils, and then cleaned with distilled water. After that, the pretreated copper foils were put into a saturated solution of CuSO4 at 80? ～C for 1?h, 2?h, and 4?h. Then, the copper foils were placed in hot water at 80?～C for 2?h, and the water was changed several times to remove the CuSO4 on the surface of the copper foils. Finally, the copper foils were placed in a vacuum drying oven at 150? ～C for 2?h, then a batch of copper foils attached with Cu2O film was obtained. The prepared samples were named Cu-1h, Cu-2h, and Cu-4h. The electrode area of all electrodes was 8? cm2. Because the acidity of the saturated CuSO4 solution increased more slowly with the extension of immersion time (as shown in Fig. S1), compared with the Cu2O film prepared by Fernando et?al. [32] using a dilute solution of CuSO4, the Cu2O layer prepared in this work was thicker, the Cu2O particles were more compact and uniform, so they had better surface performance.",1
10.1007/s11144-021-02047-z,"Cu2O film electrodes were prepared using an improved solution immersion method, and ZnO nanoparticles were attached to Cu2O film electrodes using an electrodeposition method. All the electrodes were characterized and used for electrocatalytic reduction of CO2. The pure Cu2O film electrode obtained by immersing and reacting in saturated CuSO4 solution for 2?h had a more uniform particle distribution, and its CH3OH yield was the highest in the pure Cu2O film electrodes, indicating that Cu(I) species may have a good selectivity to CH3OH in CO2 reduction, and significantly improved the electrode activity. In contrast, the Cu(II) sites were more prone to hydrogen evolution, which inhibited the reduction of CO2. The ZnO/Cu2O film electrode prepared under the condition of a Zn2+ concentration of 0.05?M and with the deposition time of 30?min had a very high CH3OH formation rate of 52.609?米mol/ (cm2 h), and the Faradaic efficiency reached 45%, both of which were significantly higher than other electrodes. The experimental results indicated that the appropriate Zn2+ concentration and deposition time produced ZnO with uniform shape, distribution, and large specific surface area, thereby enhancing the CO2 adsorption capacity of electrodes. Moreover, the addition of ZnO helped the intermediate products of CO2 reduction to be better fixed on Cu2O. The fundamental reaction mechanisms of CO2 reduction to form CH3OH on the surface of pure Cu2O and ZnO/Cu2O films were also elucidated, which included the transfer of CO2, reduction of CO2 to intermediate product, and proton transfer to H3CO to form CH3OH. The results of this paper provided a relatively reasonable explanation for the electrocatalytic reduction performance of pure Cu2O and ZnO/Cu2O films, and provided some new schemes for the preparation of electrodes for electrocatalytic reduction of CO2.",1
10.1007/s11705-019-1854-8,"Firstly, Cu2O spheres were synthesized via a facile solvothermal method. The typical procedure is as follows: 40 mg PVP, 25 mg CTAB, and 50 mL EG were placed into a three-necked flask under constant magnetic stirring (300 r?min每1) and heated in an oil bath. When the temperature reached 140～C, 9 mL of 0.11 mol?L每1 Cu(CH3COO)2 solution was injected. The mixture was heated to 170～C and maintained for 10 min under continuous stirring. The color of the mixture solution changed from deep blue to dark green, indicating the formation of Cu2O. After the solution cooled to room temperature, Cu2O was separated by centrifugation with acetone, pure water, and ethanol at 8000 r?min每1 for 10 min in sequence. The obtained precipitates were dried at 60～C for 24 h in a vacuum oven. For the synthesis of Ag/Cu2O, the Cu2O spheres were not separated from the solution. In one pot, the required amount of AgNO3 solution was added to the Cu2Ocontaining mother solution at 170～C. The mixture was stirred for another 10 min, during which the color of the solution changed from dark green to deep gray. Finally, the suspension was centrifuged and the obtained solid was dried under the same conditions as mentioned above. The Ag content of the Ag/Cu2O composites was tuned by varying the concentration of the AgNO3 solution. The samples are denoted as Agx/Cu2O, where x represents the atomic ratio of Ag to Cu added to the reaction mixture. The obtained products are accordingly denoted as Ag0.125/ Cu2O, Ag0.25/Cu2O, Ag0.5/Cu2O, and Ag1/Cu2O. Galvanic replacement was also employed to synthesize Au/Cu2O using the as-prepared Cu2O nanospheres as a template. In the typical procedure: 7.2 mg of Cu2O nanospheres was added to 26 mL deionized water at room temperature. Thereafter, 3 mL PVP aqueous solution (1.0 wt-%) was added to the above solution under stirring, followed by 0.5 mL of 0.06 mol?L每1 aqueous chloroauric acid solution. After 3 h of reaction, the suspension was centrifuged. The obtained solid was washed with pure water and ethanol, and dried at 60～C for 24 h in a vacuum oven.",1
